id,original_text,reconstructed_text,similarity_score,bleu_score,meteor_score
37933082,"Prior to this competition, the existing world and championship records were as follows.","Prior to this development, the standard model and architectural models were as stated.",0.19313061,0.1051781439830431,0.48822605965463106
17737077,"Cricklade Town Bridge is a road bridge at Cricklade, Wiltshire, England across the River Thames. It is a Grade II listed building.","Liverpool Lime Street is a main street at Liverpool, England, Europe across the Saint George. It is a Grade II listed structure.",0.20020436,0.2693466632631657,0.48797896318557477
39299950,The 2007–08 SK Rapid Wien season is the 110th season in club history.,The 2007–08 FA Senior Bowl season is the 110th edition in this country.,0.47084442,0.23901088824528133,0.48822605965463106
28017802,"The 1997 FIBA Europe Under-16 Championship (known at that time as 1997 European Championship for Cadets) was the 14th edition of the FIBA Europe Under-16 Championship. The cities of Pepinster, Kortrijk and Quaregnon, in Belgium, hosted the tournament. Yugoslavia won the trophy for the sixth time, the first since the breakup of Yugoslavia.","The 1997 Asia Junior Under-16 Championship (known at that time as 1997 Asian Championship for Boys) was the 14th edition of the Asia Junior Under-16 Championship. The cities of Isa Town, Jidhafs and Karrana, in Bahrain, hosted the tournament. Thailand won the title for the first time, the first since the inception of Thailand.",0.5562923,0.40367884512640656,0.7043627504682014
27014228,"Gachie is a locality in Kihara ward, Kiambaa constituency, Kiambu county. It is located in Kenya's Kiambu County approximately  from the Nairobi CBD. It neighbors the affluent Nyari Estate. Gachie is named after one of its first settlers and a son of Kihara.","London is a district in Western India, Maharashtra province, Western Ghats. It is located in India's Deccan Plateau watershed from the Arabian Sea. London is named after one of its first founders and a duke of Sussex.",0.16310832,0.22649665579893163,0.4242996393665395
27580589,"Derrahi Bousselah is a town and commune in Mila Province, Algeria. At the 1998 census it had a population of 10417.","Waimate Borough is a town and borough in South Canterbury, New Zealand. At the 1998 census it had a population of 10417.",0.06480542,0.5351607207631776,0.7080568720379147
60224171,"Klaus Eyferth (9 November 1928 – 19 July 2012) was a German psychologist. He was educated at the University of Hamburg, from which he received his diploma in 1954, his doctorate in 1957, and his habilitation in 1964. While at the University of Hamburg, he conducted a study on the IQ scores of the German-raised children of black and white American soldiers stationed in Allied-occupied Germany. This study has since become known as the Eyferth study. In 1973, he joined the faculty of the Technical University of Berlin, where he went on to help establish the Institute for Psychology. A member of the German Psychological Society, he hosted its 1988 conference in Berlin. In 1995, he retired from the Technical University of Berlin; he became an emeritus professor there the following year. He died on 19 July 2012, at the age of 83.","Rudolf Schmutz (9 January 1928 – 19 May 2012) was a German physicist. He was educated at the University of Zurich, from which he received his diploma in 1954, his doctorate in 1957, and his habilitation in 1964. While at the University of Zurich, he published a paper on the X-rays of the solid-state physics of noble and transition metals discovered in doped-semiconductors. This paper has since become known as the Schmutz paper. In 1973, he joined the faculty of the Technical University of Berlin, where he went on to head subsequently the Institute for Materials. A member of the German Physical Society, he chaired its 1988 conference in Berlin. In 1995, he retired from the Technical University of Berlin; he remained an emeritus professor until the following year. He died on 19 May 2012, at the age of 83.",0.5049052,0.58711564536104,0.7818890958625917
6850592,"In 1969, then Prime Minister Pierre Trudeau and Minister of Indian Affairs Jean Chrétien released a policy document officially entitled Statement of the Government of Canada on Indian policy. Better known as the White Paper, this policy proposed a dismantling of the Indian Act and an end to the special relationship between Indigenous Peoples and the Canadian Government. Many Indigenous groups across Canada protested this policy change and expressed concern regarding the Canadian Government's failure to incorporate feedback raised during the consultation process. In British Columbia, a generation of emerging Indigenous leaders began to organize in response. Rose Charlie of the Indian Homemakers' Association, Philip Paul of the Southern Vancouver Island Tribal Federation and Don Moses of the North American Indian Brotherhood invited bands from across the province to a conference in Kamloops to discuss the policy and the recognition of Aboriginal title and rights more generally. The conference was a success with over 140 bands represented and it resulted in the formation of the Union of British Columbia Indian Chiefs, an organization dedicated to the resolution of land claims.","In 1969, four Native American Richard Oakes and members of Indians of All Tribes launched a major protest action focused on Declaration of the occupation of Indian on federal lands. Rather known as the White Paper, this action outlined a termination of the Indian Act and an end to the paternalistic relationship between Indigenous peoples and the Federal government. Many Indigenous tribes across Canada supported this protest action and organized rallies opposing the Federal government's failure to recognize land claims denied during the assimilation period. In Western Canada, a generation of emerging Indigenous leaders rose to prominence in politics. Many leaders of the United Native Nations' organization, George Manuel of the National Indian Brotherhood and Art Manual of the National Indian Youth Council called chiefs from across the country to a conference in Edmonton to discuss the action and the importance of Indigenous rights and lands with government. The conference was a success with over 140 chiefs participating and it resulted in the formation of the Union of British Columbia Indian Chiefs, an organization dedicated to the protection of band lands.",0.78973794,0.3138597469908708,0.6054787877770069
25892855,"Uncifera lancifolia (King & Pantl.) Schltr. - Vietnam, Assam, Bhutan, Nepal, Sikkim","Stenorrhynchos spathaceum (Hook & Arn.) Rchb. - Mexico, Cuba, Honduras, Peru, Brazil",0.23894657,0.020255986027125642,0.08333333333333333
29982444,"Its features include a fully unitized curtain wall, a computerized and comprehensive building and facility management, centralized cooling system with individual control, powerful communication facilities using fiber optics and digital technology and provision for LAN/DATA and efficient lift management. The building use as office, commercial and residential use.","Its features include a sleek mirrored acrylic face, a programmable and high-resolution graphical and digital interface, integrated touch sensors with responsive haptics, intuitive gesture controls using simple swipes and motion tracking and compatibility for Mac/PC and seamless data transfer. The device was small, portable and rechargeable USB.",0.2844391,0.07239056467608122,0.25579530596470446
32406191,"The competition has taken place annually since 1993. The event is held in Pörtschach am Wörthersee, Austria, where Johannes Brahms occasionally stayed during the summer.","The institution has fallen under scrutiny since 1993. The trial is held in Washington or California, America, where Theodore Kaczynski unexpectedly died during the period.",0.28807884,0.07758410052509766,0.40429752066115704
29630332,"A recuperating Eli identifies the D'Alessio brothers as the culprits in the casino robbery. Margaret meets Nan Britton; Nan explains how she and Senator Harding met and how, in order for him to win the upcoming presidential election, he cannot acknowledge their relationship or even provide financial support for their daughter. The two women go to Madame Jeunet's to buy a dress for Nan. Jeunet asks Margaret to talk Nucky into reducing the amount of protection money she has to pay him. At first, Margaret broaches the issue directly, but this only angers Nucky. Taking a different tack, she then tells Nucky she is worried about not looking good for him if Jeunet leaves. Margaret then collects a favor from Jeunet for helping her: a fine new dress at no charge.","A heartbreaking Zoo presents the protagonist character as the events in the movie unfold. Narrator asks Amy questions; Amy recounts how she and Richard Parker met and how, in order for him to get the ensuing immigration document, he cannot jeopardize their relationship or take any further emotional risks for their welfare. The man travels to Writer Smith's to buy a book for Amy. Writer asks Narrator to talk child into believing the story of adventure when she tries to fool him. At first, Narrator rejects the new version, but this time convinces child. Having a change of heart, she then tells child she is worried about not living long for him if Writer leaves. Narrator then accepts a gift from Writer for helping her: a book her father at no charge.",0.2415326,0.1847472797979735,0.5032486471346855
14036561,"This section details rules and regulations regarding public service. This section states anything not stated in the constitution or by an act of Parliament will be under the jurisdiction of the President. There will also be a Public Service Commission of 2-4 members serving 3 year terms. This commission hears all appeals of public servants who have been removed from their position and would like to return to it. If a person disagrees with the ruling of this commission they may appeal directly to the President. The President is allowed to appoint or remove people to or from: Ambassador, High Commissioner, Secretary to the Cabinet, Attorney-General, Director of Public Prosecutions, Permanent Secretary, Commissioner of Police, and f. any other superscale office. This section also establishes 5 year renewable terms for the Director of Public Prosecutions as well as establishes a 60 year age limit for the Director of Public Prosecutions and the Auditor-General. Finally, this section protects pre-existing pensions for people receiving pension before the creation of the Constitution.","This section governs laws and administrative procedures affecting trade relations. This section says anything not covered in the constitution or by an act of Parliament will be under the jurisdiction of the President. There will also be a United Nations Convention of 2-4 members serving 3 year terms. This convention gives all peoples of member nations who have been removed from their homeland and would wish to return to it. If a nation conforms with the intent of this convention they may submit requests to the President. The President is enabled to approve or refuse access to or from: Parliament, World Federation, Committee to the General, Secretary-General, Assembly of United Commonwealth, Executive Committee, Department of Labour, and to any other sovereign entity. This section also implements 5 year electoral terms for the Assembly of United Commonwealth and provides a 60 day cooling off period for the Assembly of United Commonwealth and the Secretary-General. Moreover, this section outlines pre-election debates for senior leadership positions before the election of the President.",0.58212733,0.32512296877231556,0.59885407012041
40861101,"Willaston is a village in the unitary authority of Cheshire West and Chester, England. In and around the village are 16 buildings that are recorded in the National Heritage List for England as designated listed buildings.  Of these, one is listed at Grade II*, the middle grade, and the others are at Grade II.  Most of the listed buildings are houses, or farms with associated structures; the other buildings include the village church, a former windmill converted for domestic use, a war memorial, and a former railway station used as a visitor centre.","Castelvetrano is a comune in the western province of Trapani and Palermo, Sicily. In and around the comune are 16 churches that are listed in the Regional Heritage List for Sicily as registered listed monuments. Of these, one is located at Forum S.*, the ancient ruins, and the others are at Main St. Most of the listed monuments are churches, or ruins with archaeological remains; the other monuments include the main church, a former synagogue converted for Christian use, a nun convent, and a former seminary building used as a museum centre.",0.29959613,0.20046087657079945,0.5973825617708186
23660823,"Ulochora is a monotypic moth genus in the family Cosmopterigidae described by Edward Meyrick in 1920. It contains only one species, Ulochora streptosema, described by the same author in the same year, which is found in Fiji.","The phrase is a literary term coined in the post-World-War-I disillusionment popularized by Ernest Hemingway in 1920. It consists of the writers, American expatriates, who gathered in the Left Bank cafés in the Latin Quarter, which is located in Paris.",0.0237551,0.04423767989743814,0.3069431525961591
54750273,Jhilmil Residential Area is a residential housing project developed in Keraniganj Upazila by Rajdhani Unnayan Kartripakkha (Capital Development Authority) as a suburb of Dhaka.,"Lincoln Continental Line is a prestigious luxury vehicle series introduced in Dearborn, Michigan by Edsel Bryant Ford II (Ford Motor Company) as a marque of Ford.",0.04319444,0.02499302941518757,0.2365491651205937
6840106,"Rathdowney GAA is a Gaelic Athletic Association gaelic football club in Rathdowney, County Laois, Ireland.","Manchester Utd is a English Football Association member football club in Manchester, former shire, England.",0.25346422,0.08609583710384033,0.37500000000000006
6787538,"Shake's Frozen Custard is a frozen custard retailer and franchise founded by Don and Debbie Osborne in Joplin, Missouri in 1991. It was originally opened as Shakey's Frozen Custard but was changed to Shake's in 2001 in order to secure trademarks.  The Osborne's experimented with a variety of recipes and menu items to devise their recipe. Corey Osborne, Don's oldest son, opened the second location in Fayetteville, Arkansas in 1997. Some of their popular menu items include concretes, sundaes, shakes, floats, splits, and more.","Cracker's General Store is a country general company and operating company by Dan and Peg Leggett in Lebanon, Tennessee in 1991. It was originally named as Cracker's General Store but was changed to Cracker's in 2001 in order to remove confusions. The Company's introduced with a variety of dishes and food items to please their guests. Bill Leggett, Dan's eldest son, opened the second location in Crossville, Tennessee in 1997. Some of their famous food items include pancakes, biscuits, grits, bacon, eggs, and more.",0.3430146,0.26466128007098827,0.5185714285714286
1767778,"Darling was drafted by the Baltimore Ravens in the third round of the 2004 NFL Draft. He signed a three-year contract worth about $1.5 million with the team on July 26, 2004. He was placed on injured reserve on October 29 due to a heel injury. Darling missed most of 2005 and 2006 to injuries as well.","Liriano was drafted by the Minnesota Twins in the early rounds of the 2004 MLB Draft. He signed a five-year contract worth about $1.5 million with the team on June 26, 2004. He was placed on disabled status on August 29 due to a back strain. Liriano missed most of 2005 and 2006 to recover from injury.",0.5090956,0.47129573466024705,0.7318693559295063
13463379,"In 1928 he was the helmsman of the Estonian boat Tutti V which won the bronze medal in the 6 metre class; the crew also included William von Wirén, Georg Faehlmann, Andreas Faehlmann and Eberhard Vogdt. It was the only event in the history of the Olympics when five Estonian sportspeople won medals.","In 1928 he was the helmsman of the German boat Class R which won the silver medal in the 6 metre class; the team that included Wilhelm von Salza, Ernst Christmann, Wilhelm Benecke and Theodor Krummel. It was the first time in the history of the Olympics when both German participants won medals.",0.6976886,0.4059959072927051,0.6333485669517529
71990109,"Alexa Hunn-Phillips (née Hunn)  is a former England women's international footballer. Hunn played for Charlton Athletic. Hunn's greatest achievement was representing her country at u16, u18 and senior level. Whilst playing for England vs Scotland at Wembley, Hunn scored a solo goal, later compared to that of Maradona’s against England in 1986. Domestically Hunn was part of the Charlton FA cup winning team 2005 FA Women's Cup Final.","Laura Muir-Fairclough (née Muir) is a former Scottish rugby's international player. She played for Scotland Women. Muir's greatest achievement was captaining her country at u16, u18 and senior level. Whilst playing for Scotland vs England at Myreside, Muir scored a drop goal, later compared to that of Hastings’s against France in 1986. Additionally Muir was part of the Scotland XV who toured with 2005 NZ Maori and Red Roses.",0.47517478,0.3168431503375793,0.5765832344043865
26075746,Galagammulla is a small town in Sri Lanka. It is located within Southern Province.,Williamsburg is a large area in New York. It is listed within Historic District.,0.007831782,0.047275266063115634,0.3650793650793651
17804486,"It was contested by 14 teams, and Sligo Rovers won the championship.","It was organized by 14 boys, and James Smiths was the commissioner.",0.25872192,0.05637560315259291,0.35532407407407407
1857539,"Hand-powered, where the grease is forced from the aperture by back-pressure built up by hand-cranking the trigger mechanism of the gun, which applies pressure to a spring mechanism behind the lubricant, thus forcing grease through the aperture.","Well-behaved, where the stream is separated from the surface by well-designed wings set up by well-choosing the surface parameters of the cup, which causes separation to a higher pressure behind the separation, thus reducing drag through the separation.",0.27490684,0.02981556492456764,0.4650606469002696
8452441,2000 – Gold for Guano Apes Don't Give Me Names (Album),2000 – Wins for Music Mag Don't Call Me Baby (Award),0.4680153,0.05012578715739066,0.3876262626262626
10961870,"Waterfowl breeds in or passing through Kaziranga includes several rare species of geese (lesser white-fronted goose), and ducks (ferruginous pochard, Baer's pochard). Other rare riverine birds include kingfishers (Blyth's kingfisher), herons (white-bellied heron), pelicans (Dalmatian pelican, spot-billed pelican), shanks (spotted greenshank) and terns (black-bellied tern). Rare migratory storks and cranes are also seen wintering in the park (lesser adjutant, greater adjutant, black-necked stork, Asian openbill).","Mammalian species in or passing through Australian ecosystems include many species of bats (such as grey-headed bats), and cats (introduced species, Pest's cats). Other wild animal types include kangaroos (Macropus rufus), dingos (wild-haired dogs), rabbits (European rabbits, fast-footed rodents), koalas (tree-dwelling marsupials) and emus (large-bodied bird). Many Australian birds and mammals are also often observed in the wild (such as cockatoos, smaller parrots, black-headed snakes, Green treefrog).",0.43499953,0.05683911273975475,0.23517382413087937
45112113,She was born in Venezuela and moved to the United States when she was 4 months old.,She was born in Australia and moved to the United States when she was 4 months old.,0.79962313,0.8282477531331041,0.9402573529411764
24429225,"Howard Park, Queens, a neighborhood in Howard Beach, Queens, New York City","George Bush, Texas, a representative in Austin, Texas, Maine, New York City.",0.16682738,0.0428361950754725,0.2630208333333333
72754494,"The fee was reduced to 980 yen in April 2012. The number of users of the service exceeded 1.85 million as of March, seven months after its launch. In November 2013, Hulu Japan announced a partnership with TBS Television to distribute over 3,000 episodes of TBS content. At the time, the service delivered approximately 14,000 titles.","The app was updated to 980 MBs in April 2012. The number of apps of the service exceeded 1.85 billion as of April, eight months after its launch. In November 2013, John Deere announced a partnership with Big Systems to distribute over 3,000 products of Big software. At the time, the company approximately employed 14,000 people.",0.2777074,0.39702498686770193,0.6989732142857144
66287119,"George Plater served as president of the convention, and Wiliam Harwood served as secretary.  On April 28, 1788, the convention ratified the Constitution of the United States, in a vote of 63 in favor and 11 opposed. The 63 delegates in favor signed their names to a written copy of the Constitution, making Maryland the only of the first thirteen states to sign their approval in ink.","James Madison served as recorder of the convention, and George Washington served as president. On April 28, 1788, the Convention approved the Constitution of the United States, in a vote of 63 in favor and 11 opposed. The 63 delegates in favor signed their names to a engrossed copy of the Constitution, making Maryland the seventh of the original thirteen states to ratify their agreement in 1788.",0.8835572,0.6033715955781873,0.8456999398207485
36108762,"Hobart was the son of Miles Hobart of London & Harleyford  (though others have confused him with the son of Sir Henry Hobart, 1st Baronet). He matriculated at Queen's College, Oxford on 30 June 1615, aged 16 and was a student of Gray's Inn in 1616. He was knighted at Salisbury on 8 August 1623. In 1628, he was elected Member of Parliament for Marlow. In the debate of 2 March 1629 about the ""illegal imposition of Tonnage and Poundage"" he locked the door of the House of Commons, against the King's Messenger and was accordingly imprisoned in the Tower of London. He sat until 1629, when King Charles I of England decided to rule without Parliament for eleven years.","Before the emergence of transformer-based models in 2017, some language models were considered large relative to the computational and data constraints of their time. 
In the early 1990s, IBM's statistical models pioneered word alignment techniques for machine translation, laying the groundwork for corpus-based language modeling.",-0.018268622,0.002556380175335678,0.057777777777777775
25153634,"It is found on hillsides around Kalgoorlie and Coolgardie, and south to about Widgiemooltha in the Goldfields region of Western Australia where it grows in stony loam or clay and red sandy soils.","It is native on mountains around Pyrenees and Carpathians, and spread to other Mediterranean in the northern region of North America where it grows in dense mats or clumps and lobed basal leaves.",0.42588037,0.12005239408168633,0.44537066163363737
26483118,"Juan Salvador Rizzo (born July 6, 1906 in Buenos Aires; date of death unknown) was an Argentine professional football player. He also held Uruguayan citizenship.","John Harrison Smith (born June 6, 1906 in Kansas City; one of five siblings) was an American mathematician computer engineer. He also made important contributions.",0.1295029,0.05868136174076832,0.3291358024691358
54483281,"Tonga participated two times so far in the OFC U-17 Women's Championship. The first time, in 2010, they suffered three heavy defeats. Six years later there was more to be happy about, cause they won by four goals to one against Samoa. The goal were scored by Alexandra Fifita, Seini Lutu, Mele Kafa and Ana Polovili. This was the first and so far the only game that Tonga scored as well as to win. For Samoa, this was also a historical moment because they also scored their first goal ever.","Ghana distinguished its boys in the FIFA U-17 World's Championship. The first time, in 2010, they entered their first defeat. But times later there was more to be happy about, cause they won by four goals to nil against Ghana. The four were scored by Christian Schulz, Lukas Reus, Mark Roth and Jay Spearing. This was the first and it was the last time that Ghana played this game as to lose. For Ghana, this was just a magnificent moment because they had played their first game ever.",0.5001987,0.3256028976767255,0.5387677539785105
43667964,"After breaking into both the first-class and one-day teams for South Australia, Andrews was upgraded from his rookie contract to a full contract with the team, and rather than going back to England to train he went back to Darwin to play with the Darwin Eagles in the newly formed Darwin and Districts cricket competition. He spent most of the 2016–17 season playing in the Futures League, but was brought into the Adelaide Strikers team as an injury replacement for BBL06. He made his Twenty20 debut for the Strikers on 31 December 2016. He was brought into South Australia's Sheffield Shield squad for the Sheffield Shield final as a potential second spin bowler because the pitch at Traeger Park in Alice Springs is traditionally a spinner-friendly pitch.","Before signing into both the first-class and one-day teams for South Australia, Ferguson was released from his rookie contract to a full contract with the team, and rather than going back to Adelaide to play he went back to Sydney to play with the Sydney Sixers in the Big Bash League and Thunder's exhibition matches. He spent part of the 2016–17 season playing in the Sheffield Shield, but was called into the Adelaide Strikers squad as an injury replacement for BBL06. He made his Twenty20 debut for the Strikers on 31 December 2016. He was named into South Australia's Futures League squad for the Commonwealth Bank squad as a specialist spinner with good bounce because the pitch at Blacktown Oval in New South Wales is traditionally a spin-friendly pitch.",0.6899097,0.5108311399998033,0.7393890956662736
3837548,"This draft is considered one of the weaker drafts, with almost half of the 16 club's first picks delisted within the following 4 years. It has produced one Brownlow Medallist, Adam Cooney, who is the first and, as of 2021, only number-one draft pick to win the award.","This work is considered one of the earlier works, with nearly half of the 16 main works written within the remaining 4 years. It has influenced the Canadian novelist, Hugh Garner, who is the first and, as of 2021, only writer-in-residence ever to win the award.",0.22629595,0.39733691240980673,0.5957229195722918
16262050,"Salobe is a town and commune () in southwest Madagascar. It belongs to the district of Betioky Sud, which is a part of Atsimo-Andrefana Region. The population of the commune was estimated to be approximately 9,000 in 2001 commune census.","Cortes is a town and municipality () in Surigao del Sur. It belongs to the province of Surigao del Sur, which is a part of Caraga Administrative Region. The population of the municipality was estimated to be approximately 9,000 in 2001 census survey.",0.116322085,0.44125835145521347,0.7145428312625582
19513772,"Phanerotrematidae is an extinct family of fossil sea snails, marine gastropod mollusks in the clade Vetigastropoda (according to the taxonomy of the Gastropoda by Bouchet & Rocroi, 2005). This family has no subfamilies.","Palaeochrysidoidea is an extinct family of flies and wasps, despite appearing together as siblings in the early Paleogene (according to the analysis of the phylogeny by Grimaldi & Engel, 2005). This family has no subfamilies.",0.49947283,0.3016168603750434,0.5894954819277108
13758555,"Hawthorne Books is an independent publisher founded in 2001 in Portland, Oregon, U.S., specializing in literary fiction and creative nonfiction original trade paperbacks.","Wikipedia.org is an independent non-profit project in 2001 in Columbus, Ohio, USA, championing internet freedom and digital rights through various initiatives.",0.20063503,0.07184007522372987,0.25107411385606876
59028068,The 1986 NCAA Division II Soccer Championship was the 15th annual tournament held by the NCAA to determine the top men's Division II college soccer program in the United States.,The 1986 IEEE Computer on Neural Intelligence was the 15th annual workshop held by the IEEE to recognize the key data's research on machine neural systems in the United States.,0.2692185,0.2128497674847141,0.484
7932291,"H.M. Stanley Hospital () was a community hospital in St Asaph, Wales. It was managed by the Betsi Cadwaladr University Health Board. It served as the headquarters of the Welsh Ambulance Service until 2019.","Xxxx Xxxxxxx Xxxxxxxx () was a xxxxxxxxx xxxxxxxx in Xx Xxxxx, Xxxxs. It was xxxxxxed by the Xxxxx Xxxxxxxxx Xxxxxxxxxx Xxxxxx Xxxxx. It xxxxxed as the xxxxxxxxxxxx of the Xxxxx Xxxxxxxxx Xxxxxxx until 2019.

Let's break this down:

**Sentence 1: ""Xxxx Xxxxxxx Xxxxxxxx () was a xxxxxxxxx xxxxxxxx in Xx Xxxxx, Xxxxs.""**
*   ""Xxxx"" (4 letters): Could be ""John"", ""Holy"", ""East"".
*   ""Xxxxxxx"" (7 letters): Could be ""Central"", ""General"", ""Baptist"".
*   ""Xxxxxxxx"" (8 letters): Could be ""Seminary"", ""Academy"", ""College"".
*   ""xxxxxxxx xxxxxxxx"" (9 letters, 8 letters): ""Diocesan Seminary"" fits this pattern (9 letters for ""Diocesan"", 8 letters for ""Seminary""). This makes sense in a religious context.
*   ""Xx Xxxxx"" (2 letters, 5 letters): This often means ""St. [Place]"". ""St. Marys"" fits (2 for ""St."", 5 for ""Marys"").
*   ""Xxxxs"" (5 letters): ""Texas"" fits.
*   So, a strong candidate for the location is ""St. Marys, Texas"".
*   Combining the above: ""Xxxx Xxxxxxx Seminary () was a Diocesan Seminary in St. Marys, Texas.""
*   Let's search for ""4-letter 7-letter Seminary St. Marys Texas"" or similar.
*   ""St. Mary's Seminary"" is common, but ""St. Mary's"" is 2, 5",0.21258849,0.009810007004777601,0.18130798823263183
28382036,"Kulina is a village in Vinni Parish, Lääne-Viru County, in northeastern Estonia.","Before the emergence of transformer-based models in 2017, some language models were considered large relative to the computational and data constraints of their time. 
In the early 1990s, IBM's statistical models pioneered word alignment techniques for machine translation, laying the groundwork for corpus-based language modeling.",-0.05284804,0.004089349842971759,0.06535947712418301
967743,"In 1909, sports magnate and former player Alfred J. Reach patented the ivory centered ""ivory nut"" in Panama and suggested it might be even better in a baseball than cork. However, Philadelphia Athletics president Benjamin F. Shibe, who had invented and patented the cork centered ball, commented, ""I look for the leagues to adopt an 'ivory nut' baseball just as soon as they adopt a ferro-concrete bat and a base studded with steel spikes."" Both leagues adopted Shibe's cork-centered ball in 1910.","In 1909, social thinker and writer leader George B. Shaw coined the short phrase ""class war"" in London and suggested it might be more effective in a pamphlet than book. However, American activist criticized Florence E. Kelley, who had proposed and backed the new socialist view, remarked, ""I wait for the heavens to grant an 'equal pay' movement that wins just as they make a three-pronged key and a box filled with seven lamps."" Both writers opposed Shaw's long-standing view in 1910.",0.09816026,0.08673764403708038,0.373827775012444
